protocol,flow duration,tot fwd pkts,tot bwd pkts,init fwd win byts,init bwd win byts,label
6,34272,15,18,2851,812,Attack
6,23880,31,2,5260,6094,Attack
6,15090,6,30,2336,2519,Benign
6,20167,9,47,4108,179,Benign
6,9559,23,10,7742,820,Benign
6,33043,29,15,1017,5265,Attack
6,11518,16,21,9752,578,Attack
6,29732,1,43,26,6890,Attack
6,71580,14,48,8937,9378,Benign
6,30195,23,41,7836,1642,Benign
6,30912,19,28,6787,1846,Benign
6,18140,12,9,5672,2164,Benign
6,77564,47,35,1609,550,Attack
6,77052,42,5,7567,8688,Attack
6,44154,33,6,9228,8105,Benign
6,84587,13,12,3676,8026,Attack
6,71250,45,36,6233,7945,Attack
6,83707,36,16,7596,5123,Attack
6,80358,17,37,809,9496,Benign
6,52477,14,34,108,4526,Attack
6,8472,22,22,5094,5757,Benign
6,79286,12,38,6027,1271,Benign
6,38499,5,11,3104,5071,Attack
6,43227,47,25,1292,7491,Attack
6,64240,4,43,5808,2103,Attack
6,21806,27,0,5696,9723,Benign
6,96785,28,26,7430,1211,Attack
6,98695,50,5,4144,847,Attack
6,29063,39,44,647,3983,Attack
6,35805,8,14,6591,5045,Attack
6,54441,15,35,9729,9291,Benign
6,22127,8,25,6679,8759,Benign
6,17217,12,16,3416,7049,Benign
6,34499,29,41,6900,8909,Benign
6,93080,44,5,2465,7171,Attack
6,21333,34,4,860,6340,Attack
6,19518,35,27,1336,3987,Attack
6,77468,34,8,9256,2671,Benign
6,26435,16,28,5504,4206,Benign
6,66670,2,37,6792,1012,Benign
6,34519,26,40,189,7304,Attack
6,90997,8,8,1383,9837,Attack
6,11043,19,27,6812,9952,Attack
6,60739,20,39,8743,6877,Attack
6,46490,48,29,953,8863,Benign
6,55002,6,5,7401,8900,Benign
6,5893,5,29,1015,1419,Attack
6,52571,20,6,4624,687,Attack
6,38149,37,50,741,2655,Attack
6,76004,7,27,9779,7241,Benign
6,98774,12,20,2634,5419,Attack
6,10232,43,7,6131,783,Benign
6,13385,30,5,6610,4033,Attack
6,16514,39,11,7983,3768,Attack
6,73557,46,4,1001,21,Attack
6,83764,13,34,3799,5497,Attack
6,28282,14,48,5835,3811,Benign
6,33807,26,21,6962,6378,Benign
6,42382,39,18,2778,3496,Benign
6,50204,4,9,6346,9996,Attack
6,49199,1,43,5318,2326,Benign
6,54827,4,1,2563,9548,Benign
6,5544,30,13,1283,8044,Attack
6,55161,12,14,1494,6964,Benign
6,39093,39,1,4908,3496,Attack
6,16210,29,38,1663,7720,Benign
6,35252,40,8,2808,5883,Benign
6,44671,31,26,9097,5318,Attack
6,70005,50,24,9663,401,Attack
6,99311,41,34,9349,4305,Attack
6,55825,27,46,818,8577,Benign
6,26139,3,40,3265,5239,Attack
6,86889,24,19,1935,947,Attack
6,62903,24,4,6294,3432,Benign
6,36600,39,29,6713,7716,Attack
6,85382,39,39,9318,4123,Attack
6,2434,3,3,3140,9434,Attack
6,68146,10,3,9238,8951,Attack
6,65586,43,7,337,327,Attack
6,86562,46,30,4008,592,Benign
6,13251,21,19,4857,8617,Benign
6,74698,6,4,8307,5038,Benign
6,19817,47,15,7435,8092,Benign
6,5544,30,17,155,982,Benign
6,12615,41,1,9689,3835,Attack
6,94002,48,44,4384,69,Benign
6,27136,19,34,8811,3319,Benign
6,88047,38,25,2517,9391,Benign
6,72264,15,19,2200,5907,Benign
6,97737,40,45,1575,9650,Attack
6,14612,18,19,2127,4676,Attack
6,2049,4,11,6155,5720,Benign
6,68536,7,35,1513,2880,Attack
6,48433,39,10,1891,128,Attack
6,1240,19,40,3236,3170,Attack
6,11687,33,12,6770,707,Attack
6,78489,22,32,9870,9790,Attack
6,72327,34,11,4577,3950,Attack
6,24610,5,25,4225,8192,Attack
6,29515,1,11,1012,6325,Attack
6,69991,34,6,1462,5120,Attack
6,83960,33,4,788,5647,Benign
6,61212,44,16,6090,155,Attack
6,1415,39,42,4751,6869,Benign
6,15338,45,47,9592,8826,Attack
6,80471,34,16,3742,3345,Benign
6,10390,45,37,1292,9001,Attack
6,34267,6,21,8382,5416,Attack
6,44825,26,1,7480,2256,Attack
6,91419,37,32,5043,1871,Attack
6,77652,11,18,89,9215,Benign
6,17542,22,12,9958,3647,Attack
6,477,45,3,80,2157,Benign
6,97128,45,41,3810,1136,Benign
6,12215,16,26,2996,8228,Benign
6,28400,47,37,1999,9008,Attack
6,39592,33,44,1041,8974,Attack
6,59652,34,12,98,809,Attack
6,55104,30,33,9696,7791,Attack
6,85241,1,35,6493,5728,Attack
6,83400,22,16,2300,3383,Attack
6,21162,35,48,3998,7303,Benign
6,98815,48,48,6811,1166,Attack
6,75032,34,29,6695,11,Attack
6,74136,9,22,3280,7560,Attack
6,92810,35,31,4374,3958,Benign
6,11677,13,11,9946,4518,Attack
6,10091,50,50,5441,895,Benign
6,70684,3,29,5277,1217,Benign
6,44041,1,23,8519,214,Attack
6,32065,38,3,9350,6020,Attack
6,52426,31,5,2392,4530,Benign
6,22650,8,21,6429,1010,Benign
6,35879,30,38,7121,1767,Benign
6,47891,17,13,7635,7706,Attack
6,78499,27,27,7109,493,Benign
6,14270,6,24,9210,7495,Benign
6,72613,29,20,1836,5464,Attack
6,80898,26,7,1643,240,Benign
6,14064,24,41,5447,5679,Benign
6,2084,25,15,4847,3555,Benign
6,34543,23,13,1104,803,Attack
6,93249,18,38,5106,5418,Attack
6,8702,4,39,2958,4596,Benign
6,6454,17,43,5015,3619,Attack
6,25974,36,15,8539,7696,Attack
6,67171,14,1,8006,7465,Attack
6,72259,28,31,2026,6486,Benign
6,7398,25,3,3019,2951,Benign
6,9837,48,6,4168,317,Benign
6,35740,24,16,462,957,Benign
6,77207,28,4,8660,6114,Benign
6,52778,8,25,3992,5375,Benign
6,89788,36,40,6842,2013,Attack
6,930,11,34,2374,9348,Benign
6,99564,38,40,6688,9602,Benign
6,51647,37,30,1158,9606,Attack
6,25592,48,26,9402,4452,Attack
6,17865,38,35,2074,245,Attack
6,22829,22,8,7235,5047,Attack
6,29512,49,31,9529,6339,Benign
6,83534,14,12,8597,6823,Attack
6,31567,15,33,9762,6269,Benign
6,54635,23,42,167,2033,Attack
6,43310,23,28,5159,7507,Benign
6,88635,28,12,1828,6775,Attack
6,99204,50,4,5465,8544,Attack
6,62804,5,48,4543,9098,Attack
6,64466,25,11,9417,3840,Attack
6,90679,50,40,3773,8457,Attack
6,21653,20,0,7211,5931,Attack
6,23749,2,35,3871,9068,Benign
6,87264,39,49,4754,557,Benign
6,95420,7,17,2586,8856,Attack
6,77962,45,27,7679,9651,Benign
6,27962,45,44,2490,2265,Benign
6,99389,41,46,9481,9160,Benign
6,55970,11,14,7864,5155,Benign
6,81805,44,18,8080,6612,Attack
6,71364,36,38,7942,3904,Attack
6,71165,25,41,4715,1828,Benign
6,5899,36,15,4690,921,Attack
6,45241,3,7,2621,9580,Benign
6,16517,1,29,9907,1502,Attack
6,2547,38,10,5936,5977,Benign
6,9363,25,36,1118,998,Attack
6,83206,42,26,380,4719,Benign
6,75265,16,11,2530,5891,Attack
6,43739,22,30,5730,4228,Attack
6,28467,5,9,5124,4986,Attack
6,70188,1,45,9793,8089,Attack
6,49307,13,19,8051,2100,Benign
6,99772,25,45,9653,1923,Benign
6,14218,28,45,3412,6593,Benign
6,55477,39,8,7530,6164,Benign
6,25265,31,14,7468,210,Benign
6,13257,8,3,6133,2443,Benign
6,71020,34,50,339,1237,Attack
6,91699,17,18,1688,3523,Attack
6,37614,47,12,8074,1498,Benign
6,49108,20,45,6084,1506,Benign
6,12536,26,47,9882,1824,Benign
6,1262,36,15,7696,1050,Attack
6,6002,6,39,9161,1529,Benign
6,92991,14,31,1474,9851,Benign
6,90070,31,17,6375,1540,Benign
6,67254,20,45,7186,3808,Attack
6,82347,13,2,9595,3860,Benign
6,62231,7,34,3207,4597,Benign
6,90142,6,31,9027,540,Attack
6,29245,35,39,1745,8742,Benign
6,4828,19,9,13,4954,Benign
6,94915,19,48,3629,5594,Benign
6,61760,2,36,5730,3499,Benign
6,35457,15,15,9864,5633,Attack
6,96204,24,20,1570,1891,Attack
6,9238,27,1,573,1812,Attack
6,70887,5,14,2198,2817,Attack
6,65761,26,38,6610,9084,Benign
6,75717,20,3,8698,1132,Benign
6,64611,44,39,1419,4692,Benign
6,19029,36,46,4408,6224,Attack
6,28387,21,20,5055,4687,Attack
6,26140,26,18,2417,4467,Benign
6,22451,20,12,4896,1164,Benign
6,81289,34,40,4645,2079,Benign
6,69902,36,30,7045,2366,Attack
6,36850,30,29,7388,700,Attack
6,8114,47,6,5400,5941,Benign
6,26777,39,1,2497,2364,Benign
6,40326,7,9,2132,3066,Benign
6,78947,1,48,779,5932,Benign
6,90723,11,42,7465,3512,Benign
6,64603,41,15,2792,3814,Benign
6,40636,9,10,3498,6437,Attack
6,50790,1,7,3072,4484,Benign
6,78997,21,37,5047,714,Benign
6,12890,6,40,3952,8749,Benign
6,4824,34,0,2718,6665,Benign
6,99352,41,22,5217,8885,Benign
6,75343,48,10,4661,1752,Benign
6,2888,17,47,4761,1590,Benign
6,14286,39,22,6748,9347,Benign
6,86279,29,3,1026,9219,Benign
6,5135,31,37,4737,9995,Attack
6,6291,12,12,5051,5717,Benign
6,8945,41,12,4450,6967,Benign
6,4685,8,48,1418,5822,Benign
6,36879,44,17,8402,9340,Attack
6,90569,18,33,1936,9827,Benign
6,68594,16,28,4220,2132,Benign
6,97265,14,12,9725,5310,Attack
6,93063,50,3,1104,2500,Attack
6,61881,43,24,2431,4405,Benign
6,9760,22,1,7974,5294,Attack
6,19918,12,37,7364,1194,Benign
6,13936,42,7,1861,198,Attack
6,89557,20,45,3151,8998,Attack
6,65745,11,21,2751,1737,Attack
6,52874,17,10,7809,3498,Attack
6,93646,44,14,1260,8346,Benign
6,39294,41,22,816,8877,Benign
6,99678,50,0,3675,211,Benign
6,94987,15,41,8537,9376,Benign
6,16365,12,7,7654,6624,Attack
6,43426,30,48,4382,2190,Benign
6,53267,2,24,2825,2958,Benign
6,47063,45,50,1147,4217,Benign
6,41415,15,13,2282,1271,Benign
6,83925,3,20,1727,4724,Benign
6,25340,39,30,91,6104,Attack
6,16041,40,7,9012,6207,Benign
6,23867,39,0,5952,29,Benign
6,60233,3,30,8379,734,Attack
6,97565,27,8,5107,7631,Attack
6,94704,47,35,7198,7180,Benign
6,69064,1,49,1611,2339,Attack
6,15586,37,34,2925,835,Attack
6,93593,11,18,8336,4095,Attack
6,90236,40,21,9395,4341,Attack
6,34015,23,6,3219,9342,Attack
6,45648,27,6,1615,3844,Benign
6,2119,22,0,3789,4848,Benign
6,23727,43,40,9929,6628,Benign
6,1494,45,4,7281,2075,Benign
6,28842,7,6,2032,5359,Attack
6,2131,42,14,8676,4951,Attack
6,69322,23,23,3686,4450,Benign
6,31099,32,21,8590,7345,Benign
6,77527,18,12,9725,7994,Benign
6,36990,44,11,5496,127,Benign
6,664,19,1,9117,8186,Benign
6,59622,37,30,5399,1569,Benign
6,16340,31,10,3953,8953,Attack
6,2063,25,27,3044,6573,Attack
6,78961,2,7,5204,3410,Attack
6,85522,23,7,6582,6838,Attack
6,18132,14,14,3178,7437,Attack
6,60794,21,31,2292,9048,Benign
6,33305,9,46,4931,3804,Attack
6,90705,30,43,1480,9447,Attack
6,47678,9,24,6076,6638,Attack
6,57900,43,30,9689,724,Benign
6,1219,39,45,2118,8586,Benign
6,39780,42,31,4110,8095,Benign
6,92571,41,7,3590,9004,Benign
6,82058,24,26,8190,1858,Benign
6,5864,27,13,8060,6810,Attack
6,421,34,36,9214,398,Benign
6,13450,45,26,2323,4472,Benign
6,14403,12,26,7688,1824,Benign
6,58768,30,29,2210,4867,Attack
6,45898,43,4,147,2104,Benign
6,67583,29,0,2846,800,Benign
6,19144,7,42,8434,9067,Attack
6,31724,33,46,2196,3507,Benign
6,11105,36,22,8812,6886,Benign
6,27878,47,11,6377,1369,Benign
6,18948,16,42,8824,2728,Benign
6,40346,20,12,9637,2215,Benign
6,64593,26,44,6077,4004,Attack
6,35576,39,28,2686,4376,Attack
6,59202,27,29,7444,2114,Benign
6,11639,4,19,3211,240,Attack
6,82699,14,44,6907,9120,Benign
6,83197,10,6,7977,8643,Attack
6,42849,12,36,8272,2428,Attack
6,8591,27,17,9345,9869,Attack
6,67836,31,3,5325,1966,Benign
6,84481,10,37,4836,7416,Benign
6,81827,34,25,7888,1106,Benign
6,67627,32,27,3864,7981,Benign
6,64423,23,24,5563,4451,Attack
6,63423,42,13,2678,1322,Attack
6,19971,19,49,6124,340,Benign
6,56101,13,41,9530,5107,Benign
6,44747,21,49,1095,2870,Attack
6,7083,16,16,9628,2690,Attack
6,57677,3,36,3267,8660,Attack
6,17687,15,5,6034,707,Benign
6,19462,36,10,6859,7865,Benign
6,62278,33,8,2974,9618,Benign
6,86956,47,16,2489,4412,Attack
6,74916,33,49,8304,2420,Attack
6,86599,26,27,4216,7994,Attack
6,69421,20,19,4602,1470,Benign
6,46081,25,9,147,9611,Benign
6,12293,28,14,8823,3166,Benign
6,17100,37,10,8099,9649,Benign
6,11521,37,23,3842,6842,Attack
6,17875,17,40,1586,1119,Attack
6,68549,3,44,8973,9389,Benign
6,82463,37,1,8726,4978,Attack
6,65936,3,6,2185,479,Benign
6,5661,47,9,8269,9655,Attack
6,69470,8,5,6781,3171,Benign
6,52385,7,4,1834,2627,Benign
6,61619,10,35,2953,2933,Attack
6,47686,29,11,1266,4860,Attack
6,42078,19,9,9384,2311,Benign
6,97105,32,34,6852,6057,Attack
6,39619,8,19,279,7394,Attack
6,43065,26,0,5318,4679,Benign
6,3670,46,13,8584,4375,Attack
6,78881,43,30,944,7468,Attack
6,30716,20,35,643,6096,Benign
6,76398,1,8,7565,7610,Benign
6,75823,49,1,3688,4700,Attack
6,44472,25,8,4674,3960,Benign
6,16984,40,27,1035,7931,Benign
6,68662,29,0,3398,6598,Attack
6,20077,24,49,6871,5215,Benign
6,15492,22,32,6033,72,Attack
6,14670,44,10,5843,1190,Attack
6,13742,17,33,6550,7670,Benign
6,46671,34,47,7956,2238,Attack
6,97365,31,23,6606,4470,Attack
6,11248,19,8,9782,2186,Attack
6,57369,18,19,1512,1262,Attack
6,564,39,34,2881,9853,Attack
6,79177,49,16,8181,800,Attack
6,29652,18,35,5104,7259,Attack
6,34067,41,26,4604,62,Attack
6,43959,1,11,441,390,Attack
6,35910,8,6,564,3512,Benign
6,48368,36,8,6762,1184,Benign
6,8862,26,47,4924,796,Attack
6,47913,31,13,6268,2539,Attack
6,47814,29,50,3249,4673,Attack
6,45795,25,31,1983,1574,Benign
6,18381,30,28,1933,3904,Attack
6,46309,25,24,9188,4653,Benign
6,94139,19,18,9643,1163,Attack
6,41817,12,32,480,2524,Attack
6,34672,19,2,3873,9250,Benign
6,7285,26,33,5441,159,Benign
6,32183,28,9,2630,7419,Benign
6,76469,49,39,6094,240,Attack
6,24497,16,24,8241,2861,Attack
6,18045,21,8,3194,60,Benign
6,58784,18,34,8376,6589,Attack
6,51376,1,7,4075,1132,Attack
6,53889,50,39,4228,6986,Benign
6,25180,44,31,1164,1403,Benign
6,57031,10,11,3800,9847,Benign
6,22902,6,29,5037,9008,Attack
6,78609,18,9,3663,399,Benign
6,53362,34,11,9257,7372,Benign
6,90767,36,46,5233,2934,Benign
6,49779,42,17,7336,3031,Attack
6,18137,40,15,3626,1332,Benign
6,70736,40,22,7684,673,Attack
6,28929,29,40,5208,4889,Attack
6,33768,9,50,5385,9867,Benign
6,23482,39,22,5009,3401,Benign
6,77955,3,47,6524,3077,Benign
6,51298,12,38,4012,1646,Benign
6,57321,48,9,855,9209,Attack
6,64147,44,21,2078,6110,Benign
6,44750,9,34,1511,5235,Benign
6,66996,23,42,86,3126,Benign
6,94007,48,24,2382,567,Benign
6,76680,37,38,5252,9600,Benign
6,95673,15,42,8741,9284,Attack
6,66947,22,25,287,6029,Attack
6,83282,7,39,5065,1858,Attack
6,63625,1,10,3446,120,Attack
6,26515,5,46,686,5551,Attack
6,24306,34,31,6234,5361,Benign
6,82594,45,32,1615,924,Benign
6,46928,25,23,1888,975,Benign
6,20854,47,46,9660,6731,Benign
6,49350,29,47,6391,6701,Attack
6,71835,30,6,4335,7289,Attack
6,41336,31,43,4133,9812,Attack
6,11211,31,12,5853,2524,Attack
6,35339,34,30,682,11,Attack
6,96613,26,44,8780,4686,Attack
6,13738,35,26,8237,7087,Attack
6,43593,36,1,5929,1559,Benign
6,72439,40,21,2129,7348,Attack
6,82139,2,28,4975,4619,Attack
6,58088,37,38,9453,5837,Attack
6,22479,39,42,742,159,Benign
6,54883,38,44,7234,267,Benign
6,45705,27,0,9802,6209,Benign
6,52851,14,14,5862,2183,Attack
6,9513,16,13,7888,7162,Attack
6,1951,10,42,7286,1007,Attack
6,39046,29,16,5135,1158,Benign
6,2625,24,9,2280,198,Attack
6,69505,30,16,3034,6486,Attack
6,931,5,33,8820,2291,Benign
6,79419,12,46,9207,3552,Attack
6,10977,47,11,5303,6433,Benign
6,97585,33,14,8309,7757,Attack
6,51116,48,45,4261,4040,Benign
6,53665,47,39,4197,4611,Benign
6,29812,16,5,3556,728,Benign
6,46236,2,10,864,746,Attack
6,74905,34,38,7871,2645,Benign
6,25562,47,9,6273,2061,Benign
6,98817,34,41,7971,7733,Benign
6,79207,19,38,8607,8321,Attack
6,9838,2,50,6251,6973,Attack
6,607,35,15,5970,4023,Benign
6,87736,36,7,32,8057,Benign
6,10448,4,35,6794,1979,Attack
6,3555,20,21,4901,4147,Attack
6,36031,43,28,8035,7145,Benign
6,79262,47,36,991,7824,Attack
6,80511,21,27,9381,5207,Attack
6,95618,24,49,1371,2816,Benign
6,73494,26,6,1508,488,Attack
6,66428,9,37,3861,5582,Attack
6,76511,25,22,2548,1006,Benign
6,92996,5,45,5356,6071,Benign
6,84216,41,8,1253,9355,Benign
6,25095,3,28,446,1710,Attack
6,72411,33,31,9965,8445,Attack
6,70194,37,7,9911,8211,Benign
6,44937,28,40,3209,3258,Attack
6,80873,11,46,6511,6330,Attack
6,66619,39,37,3425,9200,Benign
6,90187,36,1,419,4358,Attack
6,98631,17,36,1292,3190,Benign
6,92440,45,41,2321,9852,Attack
6,21165,48,35,9593,7488,Benign
6,16544,15,4,5996,4525,Benign
6,7334,31,21,6675,4253,Benign
6,24227,4,50,6832,3123,Benign
6,8810,7,20,5771,5594,Benign
6,92230,22,46,2204,2556,Attack
6,61410,36,11,7565,5196,Attack
6,42536,11,31,6777,7339,Attack
6,93171,14,30,8643,4849,Benign
6,11258,22,42,9120,7061,Benign
6,95778,20,1,7488,2143,Benign
6,1890,48,1,2267,3196,Attack
6,8872,36,26,6299,9485,Benign
6,24094,13,2,4371,3675,Benign
6,69306,24,4,8951,7051,Benign
6,30459,17,5,5734,3401,Attack
6,67556,5,17,8675,2154,Benign
6,69950,2,20,1797,9838,Attack
6,50825,45,1,6202,6678,Attack
6,16496,17,25,5538,3559,Benign
6,39080,17,29,9676,3990,Benign
6,58089,10,18,2397,3234,Benign
6,60065,48,43,6013,5545,Benign
6,96262,6,1,5076,1495,Benign
6,54831,36,39,8381,3107,Benign
6,2168,12,43,3868,6351,Attack
6,23602,29,39,3377,139,Benign
6,75099,19,37,2574,4906,Benign
6,88744,29,1,891,6136,Attack
6,51576,25,31,1619,1320,Attack
6,56484,8,19,2588,4202,Benign
6,45575,14,8,2242,5331,Attack
6,75377,8,9,634,2502,Benign
6,97642,47,30,2563,2273,Attack
6,46086,14,5,8835,9653,Benign
6,93820,31,0,787,1919,Attack
6,15850,43,5,6324,4868,Attack
6,16418,39,14,8124,4023,Attack
6,47054,37,10,1829,8542,Benign
6,72172,34,11,4675,1651,Attack
6,53455,41,36,8087,9008,Attack
6,97188,43,16,274,614,Benign
6,69700,45,2,1906,6030,Benign
6,30742,3,46,551,699,Attack
6,32800,35,50,3171,2372,Attack
6,89897,27,10,2530,4619,Benign
6,26682,2,16,4287,369,Benign
6,32262,17,23,7691,355,Benign
6,59110,1,15,6442,3112,Benign
6,15107,23,18,7900,9663,Attack
6,23107,37,28,7439,7075,Attack
6,52981,9,28,7725,3987,Benign
6,85651,31,16,1291,5622,Attack
6,12019,49,18,390,5349,Benign
6,5598,10,33,3982,2886,Attack
6,75021,39,6,1480,1130,Attack
6,84189,17,2,9854,3758,Attack
6,18508,28,29,819,8026,Benign
6,2329,13,45,5248,3200,Benign
6,86148,31,33,4667,1055,Benign
6,70917,44,27,9477,2465,Benign
6,79294,38,10,5438,9759,Attack
6,24186,49,12,9601,2815,Benign
6,64847,19,12,7466,8464,Benign
6,10417,22,7,1680,1136,Benign
6,59071,37,41,8253,8664,Benign
6,95870,21,30,582,9271,Attack
6,67793,33,47,6460,7960,Attack
6,12017,41,7,7583,6839,Attack
6,99688,43,4,1128,6486,Attack
6,74435,13,47,8628,2963,Benign
6,65173,37,32,6444,265,Attack
6,61124,2,6,9253,761,Benign
6,84744,24,1,7286,5170,Attack
6,932,17,37,4107,3660,Attack
6,57312,45,13,7966,2738,Benign
6,10451,28,18,8430,2110,Benign
6,69420,30,18,4502,85,Benign
6,509,18,2,8702,7926,Attack
6,97528,18,26,7452,1767,Benign
6,96970,18,23,1697,3004,Benign
6,48489,31,46,6882,3475,Attack
6,15052,28,20,3713,466,Attack
6,15407,20,30,186,1965,Attack
6,37249,39,24,6314,577,Attack
6,52982,50,31,3959,967,Attack
6,4181,22,18,5458,9705,Attack
6,65769,24,25,5222,9347,Benign
6,97551,28,12,8986,1528,Attack
6,61743,27,50,1659,4826,Benign
6,37598,10,38,8714,5063,Attack
6,48679,43,0,6396,9368,Attack
6,8147,2,14,75,544,Attack
6,66715,43,21,3012,6894,Benign
6,47461,47,33,7136,224,Attack
6,60809,48,43,8281,9298,Attack
6,16224,7,34,9074,6310,Attack
6,24188,22,16,9,6295,Attack
6,93341,7,50,1438,4621,Benign
6,83144,18,42,7749,4179,Benign
6,59360,30,6,2076,3145,Attack
6,10766,42,23,7050,898,Benign
6,21882,7,35,8334,6771,Attack
6,84677,18,42,7301,2136,Benign
6,87040,21,25,6668,2874,Attack
6,53087,5,27,8469,9632,Attack
6,81407,20,25,3891,2952,Benign
6,99812,35,2,5400,5266,Benign
6,28908,4,3,2705,2989,Attack
6,75114,30,2,7140,2433,Attack
6,27342,49,40,6025,8424,Attack
6,48726,4,26,5845,1616,Attack
6,44890,14,5,9839,1752,Benign
6,49618,33,35,1354,5496,Benign
6,65209,6,10,4678,5864,Benign
6,42571,38,20,8993,2956,Attack
6,2938,29,44,3702,1176,Attack
6,60474,13,27,9370,1792,Attack
6,65641,50,16,3298,3733,Attack
6,89654,44,6,381,2208,Attack
6,7373,49,45,167,6660,Benign
6,62584,11,49,5414,7898,Benign
6,52885,27,46,8455,3131,Attack
6,82106,8,42,6897,9864,Benign
6,69465,29,9,6170,5165,Benign
6,57661,15,33,9110,2013,Attack
6,46097,15,2,9785,2978,Attack
6,50957,23,12,5879,9696,Benign
6,25632,18,50,8844,6511,Attack
6,44430,11,42,9039,4377,Attack
6,82670,40,23,7552,5702,Benign
6,83077,47,14,7175,7501,Benign
6,32192,19,42,9489,8460,Benign
6,92169,19,49,9991,4576,Attack
6,3942,28,46,225,5804,Attack
6,6930,18,31,6204,2087,Attack
6,20432,1,47,2834,4763,Benign
6,43179,46,37,9592,3573,Attack
6,52554,5,17,7722,5198,Benign
6,85655,33,23,8811,1606,Benign
6,33657,9,14,7130,7234,Attack
6,59636,10,42,9162,5456,Attack
6,7801,48,12,8545,3357,Attack
6,71777,14,15,8576,5644,Benign
6,47657,23,16,6563,5899,Attack
6,17763,41,15,797,9960,Attack
6,13211,29,6,5119,1919,Benign
6,24907,26,20,7753,9913,Benign
6,78481,43,5,8667,5690,Benign
6,24325,35,47,6963,8691,Benign
6,47670,40,27,7999,4446,Attack
6,85752,28,20,3722,4060,Attack
6,90877,35,40,3665,6507,Benign
6,34604,14,9,4643,9416,Benign
6,66765,43,16,8789,6463,Benign
6,67513,25,38,3665,3790,Benign
6,69980,20,40,547,3916,Benign
6,9019,5,9,5195,5032,Attack
6,66743,20,17,6156,9096,Benign
6,42428,44,9,2473,3120,Attack
6,77344,7,45,479,8463,Attack
6,72201,21,2,2149,212,Benign
6,71928,39,10,6836,5735,Attack
6,44461,33,21,1207,6067,Benign
6,65037,30,2,3885,3309,Attack
6,25102,5,27,7685,3716,Attack
6,29032,22,12,3848,824,Attack
6,9580,17,38,5495,1257,Attack
6,13853,1,1,3490,2968,Attack
6,91668,50,14,5808,5936,Attack
6,69743,1,9,6883,4281,Attack
6,943,43,27,8140,8107,Attack
6,58382,30,41,939,947,Attack
6,63927,8,39,7246,7607,Benign
6,39591,31,21,4559,1076,Benign
6,76988,46,44,548,9124,Benign
6,93369,24,22,563,4416,Benign
6,19083,2,33,2840,6662,Benign
6,93894,47,47,5494,2755,Benign
6,64320,31,11,9305,7878,Attack
6,86177,26,50,805,9144,Attack
6,53735,2,48,4560,2745,Benign
6,30017,35,1,8975,4642,Attack
6,51236,13,24,7324,3440,Attack
6,51021,22,2,7912,8989,Benign
6,15655,10,41,2253,1420,Benign
6,94635,31,2,7425,9225,Benign
6,72652,32,27,5289,4928,Benign
6,69423,28,44,6516,9364,Benign
6,78370,42,31,9374,9541,Benign
6,22548,22,40,4467,4529,Attack
6,11266,40,27,7360,5997,Attack
6,32995,16,44,2686,7379,Benign
6,10638,36,26,8187,2078,Attack
6,31776,27,46,4817,6080,Benign
6,88635,15,20,7111,9583,Benign
6,4402,14,35,3774,3998,Attack
6,282,42,27,1222,7347,Attack
6,10253,29,25,6760,169,Benign
6,20331,4,4,6951,2403,Benign
6,74877,2,27,8941,712,Benign
6,84089,17,23,4686,9262,Benign
6,35667,42,49,3085,94,Attack
6,8937,31,20,6330,5580,Attack
6,48944,46,2,4669,6539,Benign
6,28833,1,29,1888,1851,Benign
6,43371,38,39,4290,3732,Benign
6,23069,45,12,946,7922,Benign
6,54148,27,29,7674,6864,Benign
6,47067,43,1,1441,8378,Attack
6,40698,24,50,6635,3299,Attack
6,18738,14,10,1340,1626,Attack
6,45761,41,37,9213,6054,Attack
6,15812,11,32,8983,287,Attack
6,38888,17,0,6721,3795,Attack
6,68393,9,24,6508,6312,Attack
6,6249,48,45,6267,6603,Attack
6,56516,29,32,119,136,Benign
6,62267,10,20,1413,6829,Benign
6,68278,21,41,5520,7433,Benign
6,31500,10,13,7497,6718,Benign
6,29919,4,15,2073,7430,Attack
6,68819,34,44,8171,2835,Benign
6,13111,5,8,2306,90,Attack
6,39136,1,22,3264,8512,Attack
6,33579,13,7,9357,1355,Attack
6,72260,22,16,1539,2870,Benign
6,48297,32,50,621,2774,Benign
6,22750,6,49,3464,1222,Benign
6,7108,48,23,1068,391,Attack
6,62265,17,42,2406,9837,Attack
6,74642,15,44,70,2256,Attack
6,75228,12,35,3204,8633,Attack
6,5333,2,30,572,8820,Attack
6,80314,41,27,2626,3456,Benign
6,26308,26,46,3317,1674,Attack
6,90628,2,29,8760,9442,Attack
6,95176,41,0,4308,7309,Benign
6,35699,1,7,8979,1019,Benign
6,66246,2,47,1963,6681,Benign
6,68434,49,45,3671,4366,Benign
6,55606,32,22,158,9199,Benign
6,8722,19,34,1565,5298,Attack
6,86984,37,48,9191,7010,Attack
6,79496,3,47,1126,5776,Benign
6,71198,47,14,7226,3799,Attack
6,9815,19,30,1814,8499,Attack
6,54694,41,16,8331,9408,Benign
6,60834,16,22,512,7862,Attack
6,38849,26,18,2520,2021,Benign
6,21914,27,40,5739,6496,Attack
6,59111,18,47,4750,7827,Benign
6,38957,24,14,7652,2916,Benign
6,45017,23,30,2051,9214,Attack
6,60867,23,3,5838,6451,Benign
6,69771,19,15,41,5901,Attack
